post_id,user_type,post_text,likes,shares
2389,foodie,Loving this moment #foodie,450,6
2390,foodie,Loving this moment #foodie,190,89
2391,traveler,Loving this moment #wanderlust #vacation #explore,249,67
2392,traveler,Loving this moment #wanderlust #travel,245,59
2393,foodie,Loving this moment #restaurant #foodie,374,91
2394,developer,Loving this moment #python,43,32
2395,traveler,Loving this moment #explore #travel #wanderlust,224,2
2396,influencer,Loving this moment #reels #content,117,34
2397,fitness,Loving this moment #workout,334,8
2398,foodie,Loving this moment #food #yummy,166,17
2399,influencer,Loving this moment #content #viral,395,15
2400,fitness,Loving this moment #gym #fitness #workout,24,43
2401,student,Loving this moment #college #study,321,67
2402,traveler,Loving this moment #explore #wanderlust,322,60
2403,influencer,Loving this moment #trending,382,56
2404,traveler,Loving this moment #wanderlust #explore #travel,334,56
2405,fitness,Loving this moment #gym #fitness #workout,423,10
2406,foodie,Loving this moment #yummy #food #foodie,418,74
2407,foodie,Loving this moment #yummy #food #foodie,369,79
2408,fitness,Loving this moment #health #gym,33,81
2409,traveler,Loving this moment #wanderlust #travel #vacation,105,77
2410,fitness,Loving this moment #workout #gym,382,93
2411,developer,Loving this moment #python,398,11
2412,developer,Loving this moment #ai #python #coding,63,36
2413,fitness,Loving this moment #fitness #workout,260,81
2414,traveler,Loving this moment #travel,17,99
2415,student,Loving this moment #college #exam #study,370,48
2416,traveler,Loving this moment #explore #vacation #travel,72,4
2417,foodie,Loving this moment #yummy,220,13
2418,influencer,Loving this moment #content,290,18
2419,foodie,Loving this moment #food #foodie,284,70
2420,developer,Loving this moment #python #ai #developer,425,71
2421,influencer,Loving this moment #content #trending #viral,354,86
2422,developer,Loving this moment #ai,113,51
2423,fitness,Loving this moment #health #gym,469,37
2424,student,Loving this moment #college #study #exam,497,96
2425,developer,Loving this moment #python,221,39
2426,fitness,Loving this moment #fitness #workout,391,2
2427,foodie,Loving this moment #restaurant,95,100
2428,fitness,Loving this moment #health #gym,377,47
2429,student,Loving this moment #college,221,34
2430,fitness,Loving this moment #fitness #gym,478,56
2431,student,Loving this moment #study #college #exam,419,47
2432,foodie,Loving this moment #restaurant,256,7
2433,student,Loving this moment #notes #study,111,63
2434,traveler,Loving this moment #vacation,33,86
2435,foodie,Loving this moment #foodie #food,81,64
2436,fitness,Loving this moment #health,41,98
2437,fitness,Loving this moment #gym #workout #health,145,29
2438,traveler,Loving this moment #travel,414,47
2439,fitness,Loving this moment #gym #fitness,29,10
2440,developer,Loving this moment #python #coding,279,84
2441,developer,Loving this moment #python #ai #developer,421,28
2442,foodie,Loving this moment #restaurant #foodie #food,328,38
2443,fitness,Loving this moment #fitness #gym,425,34
2444,foodie,Loving this moment #foodie,158,44
2445,student,Loving this moment #notes #study #exam,20,23
2446,fitness,Loving this moment #workout #gym,404,45
2447,developer,Loving this moment #coding #python #ai,33,98
2448,traveler,Loving this moment #travel,436,37
2449,traveler,Loving this moment #wanderlust #explore,31,45
2450,fitness,Loving this moment #gym,457,94
2451,student,Loving this moment #notes,70,30
2452,developer,Loving this moment #python,237,22
2453,foodie,Loving this moment #food #foodie #restaurant,347,13
2454,foodie,Loving this moment #restaurant #foodie,433,7
2455,foodie,Loving this moment #foodie #food,462,26
2456,developer,Loving this moment #ai #python,444,49
2457,fitness,Loving this moment #workout,421,74
2458,traveler,Loving this moment #wanderlust,347,26
2459,developer,Loving this moment #ai #python,447,76
2460,developer,Loving this moment #ai #python #coding,300,57
2461,student,Loving this moment #exam #college #study,164,18
2462,influencer,Loving this moment #reels #content #viral,206,69
2463,influencer,Loving this moment #content,461,99
2464,fitness,Loving this moment #gym,425,13
2465,foodie,Loving this moment #foodie #yummy,441,94
2466,foodie,Loving this moment #restaurant #food,173,99
2467,influencer,Loving this moment #reels,246,81
2468,influencer,Loving this moment #reels #viral,289,18
2469,traveler,Loving this moment #travel #explore,137,61
2470,student,Loving this moment #college #notes #study,193,10
2471,traveler,Loving this moment #explore #travel #vacation,10,30
2472,traveler,Loving this moment #travel,97,25
2473,student,Loving this moment #notes #exam,374,57
2474,influencer,Loving this moment #reels,443,16
2475,developer,Loving this moment #coding,488,32
2476,fitness,Loving this moment #fitness,114,57
2477,developer,Loving this moment #ai #developer #python,283,53
2478,influencer,Loving this moment #content,232,100
2479,fitness,Loving this moment #health #workout,43,43
2480,foodie,Loving this moment #food #yummy #restaurant,223,88
2481,student,Loving this moment #study,413,28
2482,influencer,Loving this moment #viral #trending #reels,121,22
2483,foodie,Loving this moment #foodie,394,62
2484,influencer,Loving this moment #viral #trending #reels,31,30
2485,student,Loving this moment #study,268,25
2486,developer,Loving this moment #python #coding,387,97
2487,traveler,Loving this moment #explore #wanderlust #travel,48,63
2488,influencer,Loving this moment #viral #reels #content,382,11
2489,developer,Loving this moment #ai,41,42
2490,influencer,Loving this moment #trending #reels,359,100
2491,foodie,Loving this moment #food #restaurant #yummy,210,78
2492,traveler,Loving this moment #explore #vacation #wanderlust,474,58
2493,influencer,Loving this moment #content,499,69
2494,fitness,Loving this moment #workout #gym,171,99
2495,developer,Loving this moment #developer #ai #coding,218,6
2496,fitness,Loving this moment #health #gym,183,95
2497,fitness,Loving this moment #health,42,56
2498,developer,Loving this moment #developer #ai,29,35
2499,developer,Loving this moment #developer #coding #ai,452,100
2500,foodie,Loving this moment #food #restaurant #yummy,67,91
